year,ethnicity group,gender,age,population
1961,Other Ethnic Groups,female,40 - 44 ,1000
1961,Other Ethnic Groups,female,45 - 49 ,800
1961,Other Ethnic Groups,female,50 - 54 ,700
1961,Other Ethnic Groups,female,55 - 59 ,400
1961,Other Ethnic Groups,female,60 - 64 ,400
1961,Other Ethnic Groups,female,65 - 69 ,200
1961,Other Ethnic Groups,female,65 - 85,600
1961,Other Ethnic Groups,female,70 - 85,400
1962,malays,male,0  -  4 ,25900
1962,malays,male,5  -  9 ,21600
1962,malays,male,10 - 14 ,14900
1962,malays,male,15 - 19 ,8500
1962,malays,male,20 - 24 ,8800
1962,malays,male,25 - 29 ,10900
1962,malays,male,30 - 34 ,9800
1962,malays,male,35 - 39 ,8400
1962,malays,male,40 - 44 ,7000
1962,malays,male,45 - 49 ,4500
1962,malays,male,50 - 54 ,3300
1962,malays,male,55 - 59 ,2400
1962,malays,male,60 - 64 ,1700
1962,malays,male,65 - 69 ,800
1962,malays,male,65 - 85,1600
1962,malays,male,70 - 85,800
1962,malays,female,0  -  4 ,25200
1962,malays,female,5  -  9 ,21800
1962,malays,female,10 - 14 ,15400
1962,malays,female,15 - 19 ,8500
1962,malays,female,20 - 24 ,9400
1962,malays,female,25 - 29 ,10300
1962,malays,female,30 - 34 ,8300
1962,malays,female,35 - 39 ,6200
1962,malays,female,40 - 44 ,4800
1962,malays,female,45 - 49 ,3400
1962,malays,female,50 - 54 ,2800
1962,malays,female,55 - 59 ,1800
1962,malays,female,60 - 64 ,1200
1962,malays,female,65 - 69 ,800
1962,malays,female,65 - 85,1900
1962,malays,female,70 - 85,1100
1962,chinese,male,0  -  4 ,117000
1962,chinese,male,5  -  9 ,104900
1962,chinese,male,10 - 14 ,91300
1962,chinese,male,15 - 19 ,59500
1962,chinese,male,20 - 24 ,56800
1962,chinese,male,25 - 29 ,44700
1962,chinese,male,30 - 34 ,39200
1962,chinese,male,35 - 39 ,30500
1962,chinese,male,40 - 44 ,28400
1962,chinese,male,45 - 49 ,29800
1962,chinese,male,50 - 54 ,27100
1962,chinese,male,55 - 59 ,21000
1962,chinese,male,60 - 64 ,13500
1962,chinese,male,65 - 69 ,7400
1962,chinese,male,65 - 85,12800
1962,chinese,male,70 - 85,5400
1962,chinese,female,0  -  4 ,110900
1962,chinese,female,5  -  9 ,97200
1962,chinese,female,10 - 14 ,85300
1962,chinese,female,15 - 19 ,54500
1962,chinese,female,20 - 24 ,54500
1962,chinese,female,25 - 29 ,44600
1962,chinese,female,30 - 34 ,40000
1962,chinese,female,35 - 39 ,30900
1962,chinese,female,40 - 44 ,28900
1962,chinese,female,45 - 49 ,28200
1962,chinese,female,50 - 54 ,25000
1962,chinese,female,55 - 59 ,19700
1962,chinese,female,60 - 64 ,14400
1962,chinese,female,65 - 69 ,9900
1962,chinese,female,65 - 85,22400
1962,chinese,female,70 - 85,12500
1962,indians,male,0  -  4 ,11300
1962,indians,male,5  -  9 ,8700
1962,indians,male,10 - 14 ,6700
1962,indians,male,15 - 19 ,4100
1962,indians,male,20 - 24 ,4900
1962,indians,male,25 - 29 ,5900
1962,indians,male,30 - 34 ,9900
1962,indians,male,35 - 39 ,9700
1962,indians,male,40 - 44 ,9300
1962,indians,male,45 - 49 ,6900
1962,indians,male,50 - 54 ,5300
1962,indians,male,55 - 59 ,3200
1962,indians,male,60 - 64 ,2000
1962,indians,male,65 - 69 ,700
1962,indians,male,65 - 85,1100
1962,indians,male,70 - 85,400
1962,indians,female,0  -  4 ,11600
1962,indians,female,5  -  9 ,8900
1962,indians,female,10 - 14 ,7000
1962,indians,female,15 - 19 ,3200
1962,indians,female,20 - 24 ,3200
1962,indians,female,25 - 29 ,3600
1962,indians,female,30 - 34 ,3400
1962,indians,female,35 - 39 ,2300
1962,indians,female,40 - 44 ,1800
1962,indians,female,45 - 49 ,1100
1962,indians,female,50 - 54 ,800
1962,indians,female,55 - 59 ,500
1962,indians,female,60 - 64 ,300
1962,indians,female,65 - 69 ,200
1962,indians,female,65 - 85,400
1962,indians,female,70 - 85,200
1962,Other Ethnic Groups,male,0  -  4 ,2200
1962,Other Ethnic Groups,male,5  -  9 ,1800
1962,Other Ethnic Groups,male,10 - 14 ,1700
1962,Other Ethnic Groups,male,15 - 19 ,800
1962,Other Ethnic Groups,male,20 - 24 ,900
1962,Other Ethnic Groups,male,25 - 29 ,1000
1962,Other Ethnic Groups,male,30 - 34 ,1100
1962,Other Ethnic Groups,male,35 - 39 ,1300
1962,Other Ethnic Groups,male,40 - 44 ,1100
1962,Other Ethnic Groups,male,45 - 49 ,800
1962,Other Ethnic Groups,male,50 - 54 ,700
1962,Other Ethnic Groups,male,55 - 59 ,500
1962,Other Ethnic Groups,male,60 - 64 ,300
1962,Other Ethnic Groups,male,65 - 69 ,200
1962,Other Ethnic Groups,male,65 - 85,500
1962,Other Ethnic Groups,male,70 - 85,300
1962,Other Ethnic Groups,female,0  -  4 ,2000
1962,Other Ethnic Groups,female,5  -  9 ,1800
1962,Other Ethnic Groups,female,10 - 14 ,1600
1962,Other Ethnic Groups,female,15 - 19 ,900
1962,Other Ethnic Groups,female,20 - 24 ,900
1962,Other Ethnic Groups,female,25 - 29 ,1100
1962,Other Ethnic Groups,female,30 - 34 ,1300
1962,Other Ethnic Groups,female,35 - 39 ,1300
1962,Other Ethnic Groups,female,40 - 44 ,1100
1962,Other Ethnic Groups,female,45 - 49 ,800
1962,Other Ethnic Groups,female,50 - 54 ,700
1962,Other Ethnic Groups,female,55 - 59 ,500
1962,Other Ethnic Groups,female,60 - 64 ,400
1962,Other Ethnic Groups,female,65 - 69 ,300
1962,Other Ethnic Groups,female,65 - 85,700
1962,Other Ethnic Groups,female,70 - 85,400
1963,malays,male,0  -  4 ,26700
1963,malays,male,5  -  9 ,21600
1963,malays,male,10 - 14 ,15800
1963,malays,male,15 - 19 ,9900
1963,malays,male,20 - 24 ,7700
1963,malays,male,25 - 29 ,10800
1963,malays,male,30 - 34 ,9900
1963,malays,male,35 - 39 ,8600
1963,malays,male,40 - 44 ,7100
1963,malays,male,45 - 49 ,4800
1963,malays,male,50 - 54 ,3300
1963,malays,male,55 - 59 ,2400
1963,malays,male,60 - 64 ,1700
1963,malays,male,65 - 69 ,900
1963,malays,male,65 - 85,1700
1963,malays,male,70 - 85,800
1963,malays,female,0  -  4 ,26100
1963,malays,female,5  -  9 ,22300
1963,malays,female,10 - 14 ,16400
1963,malays,female,15 - 19 ,9900
1963,malays,female,20 - 24 ,8600
1963,malays,female,25 - 29 ,10500
1963,malays,female,30 - 34 ,8600
1963,malays,female,35 - 39 ,6500
1963,malays,female,40 - 44 ,5000
1963,malays,female,45 - 49 ,3500
1963,malays,female,50 - 54 ,2800
1963,malays,female,55 - 59 ,2000
1963,malays,female,60 - 64 ,1100
1963,malays,female,65 - 69 ,900
1963,malays,female,65 - 85,1900
1963,malays,female,70 - 85,1000
1963,chinese,male,0  -  4 ,114500
1963,chinese,male,5  -  9 ,108300
1963,chinese,male,10 - 14 ,94400
1963,chinese,male,15 - 19 ,66600
1963,chinese,male,20 - 24 ,56200
1963,chinese,male,25 - 29 ,46500
1963,chinese,male,30 - 34 ,39600
1963,chinese,male,35 - 39 ,31900
1963,chinese,male,40 - 44 ,28500
1963,chinese,male,45 - 49 ,29200
1963,chinese,male,50 - 54 ,27800
1963,chinese,male,55 - 59 ,21500
1963,chinese,male,60 - 64 ,14600
1963,chinese,male,65 - 69 ,8300
1963,chinese,male,65 - 85,14600
1963,chinese,male,70 - 85,6300
1963,chinese,female,0  -  4 ,109400
1963,chinese,female,5  -  9 ,101300
1963,chinese,female,10 - 14 ,87800
1963,chinese,female,15 - 19 ,62100
1963,chinese,female,20 - 24 ,53300
1963,chinese,female,25 - 29 ,46600
1963,chinese,female,30 - 34 ,41200
1963,chinese,female,35 - 39 ,32400
1963,chinese,female,40 - 44 ,29000
1963,chinese,female,45 - 49 ,28400
1963,chinese,female,50 - 54 ,25700
1963,chinese,female,55 - 59 ,20200
1963,chinese,female,60 - 64 ,14800
1963,chinese,female,65 - 69 ,10100
1963,chinese,female,65 - 85,22900
1963,chinese,female,70 - 85,12800
1963,indians,male,0  -  4 ,10800
1963,indians,male,5  -  9 ,9000
1963,indians,male,10 - 14 ,6900
1963,indians,male,15 - 19 ,4400
1963,indians,male,20 - 24 ,4700
1963,indians,male,25 - 29 ,4900
1963,indians,male,30 - 34 ,9400
1963,indians,male,35 - 39 ,9400
1963,indians,male,40 - 44 ,9200
1963,indians,male,45 - 49 ,7200
1963,indians,male,50 - 54 ,5400
1963,indians,male,55 - 59 ,3200
1963,indians,male,60 - 64 ,2200
1963,indians,male,65 - 69 ,700
1963,indians,male,65 - 85,1200
1963,indians,male,70 - 85,500
1963,indians,female,0  -  4 ,11400
1963,indians,female,5  -  9 ,9500
1963,indians,female,10 - 14 ,7100
1963,indians,female,15 - 19 ,4000
1963,indians,female,20 - 24 ,2900
1963,indians,female,25 - 29 ,3600
1963,indians,female,30 - 34 ,3600
1963,indians,female,35 - 39 ,2400
1963,indians,female,40 - 44 ,1900
1963,indians,female,45 - 49 ,1100
1963,indians,female,50 - 54 ,700
1963,indians,female,55 - 59 ,500
1963,indians,female,60 - 64 ,400
1963,indians,female,65 - 69 ,200
1963,indians,female,65 - 85,400
1963,indians,female,70 - 85,200
1963,Other Ethnic Groups,male,0  -  4 ,2200
1963,Other Ethnic Groups,male,5  -  9 ,2000
1963,Other Ethnic Groups,male,10 - 14 ,1800
1963,Other Ethnic Groups,male,15 - 19 ,1000
1963,Other Ethnic Groups,male,20 - 24 ,800
1963,Other Ethnic Groups,male,25 - 29 ,1000
1963,Other Ethnic Groups,male,30 - 34 ,1100
1963,Other Ethnic Groups,male,35 - 39 ,1300
1963,Other Ethnic Groups,male,40 - 44 ,1200
1963,Other Ethnic Groups,male,45 - 49 ,800
1963,Other Ethnic Groups,male,50 - 54 ,600
1963,Other Ethnic Groups,male,55 - 59 ,600
1963,Other Ethnic Groups,male,60 - 64 ,400
1963,Other Ethnic Groups,male,65 - 69 ,200
1963,Other Ethnic Groups,male,65 - 85,400
1963,Other Ethnic Groups,male,70 - 85,200
1963,Other Ethnic Groups,female,0  -  4 ,1900
1963,Other Ethnic Groups,female,5  -  9 ,2000
1963,Other Ethnic Groups,female,10 - 14 ,1800
1963,Other Ethnic Groups,female,15 - 19 ,1100
1963,Other Ethnic Groups,female,20 - 24 ,1000
1963,Other Ethnic Groups,female,25 - 29 ,1100
1963,Other Ethnic Groups,female,30 - 34 ,1200
1963,Other Ethnic Groups,female,35 - 39 ,1300
1963,Other Ethnic Groups,female,40 - 44 ,1100
1963,Other Ethnic Groups,female,45 - 49 ,900
1963,Other Ethnic Groups,female,50 - 54 ,800
1963,Other Ethnic Groups,female,55 - 59 ,600
1963,Other Ethnic Groups,female,60 - 64 ,400
1963,Other Ethnic Groups,female,65 - 69 ,300
1963,Other Ethnic Groups,female,65 - 85,700
1963,Other Ethnic Groups,female,70 - 85,400
1964,malays,male,0  -  4 ,27400
1964,malays,male,5  -  9 ,22200
1964,malays,male,10 - 14 ,17200
1964,malays,male,15 - 19 ,10900
1964,malays,male,20 - 24 ,7000
1964,malays,male,25 - 29 ,10900
1964,malays,male,30 - 34 ,9700
1964,malays,male,35 - 39 ,9200
1964,malays,male,40 - 44 ,7100
1964,malays,male,45 - 49 ,5500
1964,malays,male,50 - 54 ,3400
1964,malays,male,55 - 59 ,2600
1964,malays,male,60 - 64 ,1800
1964,malays,male,65 - 69 ,1000
1964,malays,male,65 - 85,1800
1964,malays,male,70 - 85,800
1964,malays,female,0  -  4 ,27000
1964,malays,female,5  -  9 ,22500
1964,malays,female,10 - 14 ,18000
1964,malays,female,15 - 19 ,11100
1964,malays,female,20 - 24 ,7900
1964,malays,female,25 - 29 ,11100
1964,malays,female,30 - 34 ,8600
1964,malays,female,35 - 39 ,7200
1964,malays,female,40 - 44 ,5000
1964,malays,female,45 - 49 ,3900
1964,malays,female,50 - 54 ,2700
1964,malays,female,55 - 59 ,2200
1964,malays,female,60 - 64 ,1200
1964,malays,female,65 - 69 ,900
1964,malays,female,65 - 85,1900
1964,malays,female,70 - 85,1000
1964,chinese,male,0  -  4 ,112500
1964,chinese,male,5  -  9 ,111100
1964,chinese,male,10 - 14 ,96900
1964,chinese,male,15 - 19 ,73400
1964,chinese,male,20 - 24 ,55500
1964,chinese,male,25 - 29 ,50600
1964,chinese,male,30 - 34 ,39900
1964,chinese,male,35 - 39 ,34200
1964,chinese,male,40 - 44 ,28500
1964,chinese,male,45 - 49 ,28500
1964,chinese,male,50 - 54 ,28500
1964,chinese,male,55 - 59 ,22100
1964,chinese,male,60 - 64 ,15700
1964,chinese,male,65 - 69 ,8500
1964,chinese,male,65 - 85,14900
1964,chinese,male,70 - 85,6400
1964,chinese,female,0  -  4 ,107500
1964,chinese,female,5  -  9 ,104700
1964,chinese,female,10 - 14 ,90100
1964,chinese,female,15 - 19 ,68600
1964,chinese,female,20 - 24 ,52000
1964,chinese,female,25 - 29 ,49200
1964,chinese,female,30 - 34 ,40900
1964,chinese,female,35 - 39 ,34700
1964,chinese,female,40 - 44 ,29100
1964,chinese,female,45 - 49 ,28400
1964,chinese,female,50 - 54 ,26300
1964,chinese,female,55 - 59 ,21500
1964,chinese,female,60 - 64 ,15900
1964,chinese,female,65 - 69 ,10400
1964,chinese,female,65 - 85,24300
1964,chinese,female,70 - 85,13900
1964,indians,male,0  -  4 ,10400
1964,indians,male,5  -  9 ,9600
1964,indians,male,10 - 14 ,7100
1964,indians,male,15 - 19 ,4700
1964,indians,male,20 - 24 ,4100
1964,indians,male,25 - 29 ,4700
1964,indians,male,30 - 34 ,8300
1964,indians,male,35 - 39 ,9600
1964,indians,male,40 - 44 ,8800
1964,indians,male,45 - 49 ,7700
1964,indians,male,50 - 54 ,5300
1964,indians,male,55 - 59 ,3500
1964,indians,male,60 - 64 ,2300
1964,indians,male,65 - 69 ,800
1964,indians,male,65 - 85,1300
1964,indians,male,70 - 85,500
1964,indians,female,0  -  4 ,11100
1964,indians,female,5  -  9 ,10000
1964,indians,female,10 - 14 ,7500
1964,indians,female,15 - 19 ,4700
1964,indians,female,20 - 24 ,2500
1964,indians,female,25 - 29 ,3600
1964,indians,female,30 - 34 ,3400
1964,indians,female,35 - 39 ,2700
1964,indians,female,40 - 44 ,1900
1964,indians,female,45 - 49 ,1300
1964,indians,female,50 - 54 ,900
1964,indians,female,55 - 59 ,600
1964,indians,female,60 - 64 ,400
1964,indians,female,65 - 69 ,200
1964,indians,female,65 - 85,400
1964,indians,female,70 - 85,200
1964,Other Ethnic Groups,male,0  -  4 ,2100
1964,Other Ethnic Groups,male,5  -  9 ,1900
1964,Other Ethnic Groups,male,10 - 14 ,1800
1964,Other Ethnic Groups,male,15 - 19 ,1200
1964,Other Ethnic Groups,male,20 - 24 ,700
1964,Other Ethnic Groups,male,25 - 29 ,800
1964,Other Ethnic Groups,male,30 - 34 ,1100
1964,Other Ethnic Groups,male,35 - 39 ,1300
1964,Other Ethnic Groups,male,40 - 44 ,1100
1964,Other Ethnic Groups,male,45 - 49 ,900
1964,Other Ethnic Groups,male,50 - 54 ,700
1964,Other Ethnic Groups,male,55 - 59 ,600
1964,Other Ethnic Groups,male,60 - 64 ,500
1964,Other Ethnic Groups,male,65 - 69 ,200
1964,Other Ethnic Groups,male,65 - 85,400
1964,Other Ethnic Groups,male,70 - 85,200
1964,Other Ethnic Groups,female,0  -  4 ,1900
1964,Other Ethnic Groups,female,5  -  9 ,2000
1964,Other Ethnic Groups,female,10 - 14 ,1600
1964,Other Ethnic Groups,female,15 - 19 ,1200
1964,Other Ethnic Groups,female,20 - 24 ,800
1964,Other Ethnic Groups,female,25 - 29 ,1100
1964,Other Ethnic Groups,female,30 - 34 ,1200
1964,Other Ethnic Groups,female,35 - 39 ,1300
1964,Other Ethnic Groups,female,40 - 44 ,1200
1964,Other Ethnic Groups,female,45 - 49 ,900
1964,Other Ethnic Groups,female,50 - 54 ,700
1964,Other Ethnic Groups,female,55 - 59 ,600
1964,Other Ethnic Groups,female,60 - 64 ,400
1964,Other Ethnic Groups,female,65 - 69 ,300
1964,Other Ethnic Groups,female,65 - 85,700
1964,Other Ethnic Groups,female,70 - 85,400
1965,malays,male,0  -  4 ,27700
1965,malays,male,5  -  9 ,22900
1965,malays,male,10 - 14 ,18500
1965,malays,male,15 - 19 ,12300
1965,malays,male,20 - 24 ,6800
1965,malays,male,25 - 29 ,10500
1965,malays,male,30 - 34 ,9900
1965,malays,male,35 - 39 ,9500
1965,malays,male,40 - 44 ,7500
1965,malays,male,45 - 49 ,5800
1965,malays,male,50 - 54 ,3700
1965,malays,male,55 - 59 ,2700
1965,malays,male,60 - 64 ,1700
1965,malays,male,65 - 69 ,1100
1965,malays,male,65 - 85,1900
1965,malays,male,70 - 85,800
1965,malays,female,0  -  4 ,27500
1965,malays,female,5  -  9 ,23100
1965,malays,female,10 - 14 ,19400
1965,malays,female,15 - 19 ,12600
1965,malays,female,20 - 24 ,7300
1965,malays,female,25 - 29 ,11000
1965,malays,female,30 - 34 ,9200
1965,malays,female,35 - 39 ,7700
1965,malays,female,40 - 44 ,5300
1965,malays,female,45 - 49 ,4200
1965,malays,female,50 - 54 ,3000
1965,malays,female,55 - 59 ,2200
1965,malays,female,60 - 64 ,1200
1965,malays,female,65 - 69 ,1000
1965,malays,female,65 - 85,1900
1965,malays,female,70 - 85,900
1965,chinese,male,0  -  4 ,109400
1965,chinese,male,5  -  9 ,113800
1965,chinese,male,10 - 14 ,99200
1965,chinese,male,15 - 19 ,83200
1965,chinese,male,20 - 24 ,53300
1965,chinese,male,25 - 29 ,54000
1965,chinese,male,30 - 34 ,40900
1965,chinese,male,35 - 39 ,35700
1965,chinese,male,40 - 44 ,28400
1965,chinese,male,45 - 49 ,27700
1965,chinese,male,50 - 54 ,29200
1965,chinese,male,55 - 59 ,22600
1965,chinese,male,60 - 64 ,16800
1965,chinese,male,65 - 69 ,8700
1965,chinese,male,65 - 85,15300
1965,chinese,male,70 - 85,6600
1965,chinese,female,0  -  4 ,104400
1965,chinese,female,5  -  9 ,107200
1965,chinese,female,10 - 14 ,93000
1965,chinese,female,15 - 19 ,76700
1965,chinese,female,20 - 24 ,49000
1965,chinese,female,25 - 29 ,52500
1965,chinese,female,30 - 34 ,41900
1965,chinese,female,35 - 39 ,36200
1965,chinese,female,40 - 44 ,29800
1965,chinese,female,45 - 49 ,28400
1965,chinese,female,50 - 54 ,27000
1965,chinese,female,55 - 59 ,22000
1965,chinese,female,60 - 64 ,16300
1965,chinese,female,65 - 69 ,11400
1965,chinese,female,65 - 85,25600
1965,chinese,female,70 - 85,14200
1965,indians,male,0  -  4 ,10000
1965,indians,male,5  -  9 ,9900
1965,indians,male,10 - 14 ,7300
1965,indians,male,15 - 19 ,5400
1965,indians,male,20 - 24 ,3600
1965,indians,male,25 - 29 ,4600
1965,indians,male,30 - 34 ,7300
1965,indians,male,35 - 39 ,9500
1965,indians,male,40 - 44 ,9100
1965,indians,male,45 - 49 ,7800
1965,indians,male,50 - 54 ,5600
1965,indians,male,55 - 59 ,3800
1965,indians,male,60 - 64 ,2400
1965,indians,male,65 - 69 ,1100
1965,indians,male,65 - 85,1700
1965,indians,male,70 - 85,600
1965,indians,female,0  -  4 ,10700
1965,indians,female,5  -  9 ,10500
1965,indians,female,10 - 14 ,7700
1965,indians,female,15 - 19 ,5700
1965,indians,female,20 - 24 ,2500
1965,indians,female,25 - 29 ,3400
1965,indians,female,30 - 34 ,3400
1965,indians,female,35 - 39 ,2900
1965,indians,female,40 - 44 ,2000
1965,indians,female,45 - 49 ,1400
1965,indians,female,50 - 54 ,900
1965,indians,female,55 - 59 ,600
1965,indians,female,60 - 64 ,400
1965,indians,female,65 - 69 ,200
1965,indians,female,65 - 85,400
1965,indians,female,70 - 85,200
1965,Other Ethnic Groups,male,0  -  4 ,2000
1965,Other Ethnic Groups,male,5  -  9 ,2000
1965,Other Ethnic Groups,male,10 - 14 ,1800
1965,Other Ethnic Groups,male,15 - 19 ,1400
1965,Other Ethnic Groups,male,20 - 24 ,600
1965,Other Ethnic Groups,male,25 - 29 ,800
1965,Other Ethnic Groups,male,30 - 34 ,1000
1965,Other Ethnic Groups,male,35 - 39 ,1200
1965,Other Ethnic Groups,male,40 - 44 ,1100
1965,Other Ethnic Groups,male,45 - 49 ,1000
1965,Other Ethnic Groups,male,50 - 54 ,600
1965,Other Ethnic Groups,male,55 - 59 ,500
1965,Other Ethnic Groups,male,60 - 64 ,500
1965,Other Ethnic Groups,male,65 - 69 ,200
1965,Other Ethnic Groups,male,65 - 85,400
1965,Other Ethnic Groups,male,70 - 85,200
1965,Other Ethnic Groups,female,0  -  4 ,1800
1965,Other Ethnic Groups,female,5  -  9 ,1700
1965,Other Ethnic Groups,female,10 - 14 ,1600
1965,Other Ethnic Groups,female,15 - 19 ,1300
1965,Other Ethnic Groups,female,20 - 24 ,700
1965,Other Ethnic Groups,female,25 - 29 ,1100
1965,Other Ethnic Groups,female,30 - 34 ,1100
1965,Other Ethnic Groups,female,35 - 39 ,1300
1965,Other Ethnic Groups,female,40 - 44 ,1200
1965,Other Ethnic Groups,female,45 - 49 ,900
1965,Other Ethnic Groups,female,50 - 54 ,700
1965,Other Ethnic Groups,female,55 - 59 ,500
1965,Other Ethnic Groups,female,60 - 64 ,400
1965,Other Ethnic Groups,female,65 - 69 ,300
1965,Other Ethnic Groups,female,65 - 85,700
1965,Other Ethnic Groups,female,70 - 85,400
1966,malays,male,0  -  4 ,28000
1966,malays,male,5  -  9 ,23900
1966,malays,male,10 - 14 ,19900
1966,malays,male,15 - 19 ,13800
1966,malays,male,20 - 24 ,7000
1966,malays,male,25 - 29 ,9800
1966,malays,male,30 - 34 ,10300
1966,malays,male,35 - 39 ,9800
1966,malays,male,40 - 44 ,7600
1966,malays,male,45 - 49 ,6300
1966,malays,male,50 - 54 ,3600
1966,malays,male,55 - 59 ,2800
1966,malays,male,60 - 64 ,1800
1966,malays,male,65 - 69 ,1200
1966,malays,male,65 - 85,1900
1966,malays,male,70 - 85,700
1966,malays,female,0  -  4 ,28000
1966,malays,female,5  -  9 ,23900
1966,malays,female,10 - 14 ,20600
1966,malays,female,15 - 19 ,14300
1966,malays,female,20 - 24 ,7200
1966,malays,female,25 - 29 ,10600
1966,malays,female,30 - 34 ,9800
1966,malays,female,35 - 39 ,8300
1966,malays,female,40 - 44 ,5500
1966,malays,female,45 - 49 ,4500
1966,malays,female,50 - 54 ,3000
1966,malays,female,55 - 59 ,2400
1966,malays,female,60 - 64 ,1100
1966,malays,female,65 - 69 ,1000
1966,malays,female,65 - 85,2000
1966,malays,female,70 - 85,1000
1966,chinese,male,0  -  4 ,107500
1966,chinese,male,5  -  9 ,115700
1966,chinese,male,10 - 14 ,102300
1966,chinese,male,15 - 19 ,88900
1966,chinese,male,20 - 24 ,53000
1966,chinese,male,25 - 29 ,56000
1966,chinese,male,30 - 34 ,42600
1966,chinese,male,35 - 39 ,37300
1966,chinese,male,40 - 44 ,29100
1966,chinese,male,45 - 49 ,28400
1966,chinese,male,50 - 54 ,28400
1966,chinese,male,55 - 59 ,23200
1966,chinese,male,60 - 64 ,17200
1966,chinese,male,65 - 69 ,9700
1966,chinese,male,65 - 85,17100
1966,chinese,male,70 - 85,7400
1966,chinese,female,0  -  4 ,102500
1966,chinese,female,5  -  9 ,109100
1966,chinese,female,10 - 14 ,95300
1966,chinese,female,15 - 19 ,82900
1966,chinese,female,20 - 24 ,48700
1966,chinese,female,25 - 29 ,53800
1966,chinese,female,30 - 34 ,42900
1966,chinese,female,35 - 39 ,38600
1966,chinese,female,40 - 44 ,29800
1966,chinese,female,45 - 49 ,29100
1966,chinese,female,50 - 54 ,27600
1966,chinese,female,55 - 59 ,22500
1966,chinese,female,60 - 64 ,17400
1966,chinese,female,65 - 69 ,11600
1966,chinese,female,65 - 85,26900
1966,chinese,female,70 - 85,15300
1966,indians,male,0  -  4 ,9500
1966,indians,male,5  -  9 ,10100
1966,indians,male,10 - 14 ,7600
