Column,year,ethnicity group,gender,age,population
617,1958,Other Ethnic Groups,male,5  -  9 ,2000
618,1958,Other Ethnic Groups,male,10 - 14 ,1100
619,1958,Other Ethnic Groups,male,15 - 19 ,900
620,1958,Other Ethnic Groups,male,20 - 24 ,900
621,1958,Other Ethnic Groups,male,25 - 29 ,1300
622,1958,Other Ethnic Groups,male,30 - 34 ,1500
623,1958,Other Ethnic Groups,male,35 - 39 ,1200
624,1958,Other Ethnic Groups,male,40 - 44 ,1000
625,1958,Other Ethnic Groups,male,45 - 49 ,600
626,1958,Other Ethnic Groups,male,50 - 54 ,700
627,1958,Other Ethnic Groups,male,55 - 59 ,500
628,1958,Other Ethnic Groups,male,60 - 64 ,300
629,1958,Other Ethnic Groups,male,65 - 69 ,100
630,1958,Other Ethnic Groups,male,70 - 74 ,
631,1958,Other Ethnic Groups,male,75 - 79 ,
632,1958,Other Ethnic Groups,male,80 - 84 ,
633,1958,Other Ethnic Groups,male,65 - 85,300
634,1958,Other Ethnic Groups,male,70 - 85,200
635,1958,Other Ethnic Groups,male,75 - 85,
636,1958,Other Ethnic Groups,male,80 - 84,
637,1958,Other Ethnic Groups,male,85,
638,1958,Other Ethnic Groups,female,0  -  4 ,2000
639,1958,Other Ethnic Groups,female,5  -  9 ,1700
640,1958,Other Ethnic Groups,female,10 - 14 ,1100
641,1958,Other Ethnic Groups,female,15 - 19 ,1000
642,1958,Other Ethnic Groups,female,20 - 24 ,1100
643,1958,Other Ethnic Groups,female,25 - 29 ,1200
644,1958,Other Ethnic Groups,female,30 - 34 ,1400
645,1958,Other Ethnic Groups,female,35 - 39 ,1200
646,1958,Other Ethnic Groups,female,40 - 44 ,900
647,1958,Other Ethnic Groups,female,45 - 49 ,800
648,1958,Other Ethnic Groups,female,50 - 54 ,600
649,1958,Other Ethnic Groups,female,55 - 59 ,500
650,1958,Other Ethnic Groups,female,60 - 64 ,300
651,1958,Other Ethnic Groups,female,65 - 69 ,300
652,1958,Other Ethnic Groups,female,70 - 74 ,
653,1958,Other Ethnic Groups,female,75 - 79 ,
654,1958,Other Ethnic Groups,female,80 - 84 ,
655,1958,Other Ethnic Groups,female,65 - 85,700
656,1958,Other Ethnic Groups,female,70 - 85,400
657,1958,Other Ethnic Groups,female,75 - 85,
658,1958,Other Ethnic Groups,female,80 - 84,
659,1958,Other Ethnic Groups,female,85,
660,1959,Total Residents,both combined,0  -  4 ,288800
661,1959,Total Residents,both combined,5  -  9 ,241000
662,1959,Total Residents,both combined,10 - 14 ,175700
663,1959,Total Residents,both combined,15 - 19 ,131500
664,1959,Total Residents,both combined,20 - 24 ,133100
665,1959,Total Residents,both combined,25 - 29 ,115100
666,1959,Total Residents,both combined,30 - 34 ,102100
667,1959,Total Residents,both combined,35 - 39 ,85200
668,1959,Total Residents,both combined,40 - 44 ,79100
669,1959,Total Residents,both combined,45 - 49 ,72400
670,1959,Total Residents,both combined,50 - 54 ,57300
671,1959,Total Residents,both combined,55 - 59 ,42900
672,1959,Total Residents,both combined,60 - 64 ,27300
673,1959,Total Residents,both combined,65 - 69 ,17800
674,1959,Total Residents,both combined,70 - 74 ,
675,1959,Total Residents,both combined,75 - 79 ,
676,1959,Total Residents,both combined,80 - 84 ,
677,1959,Total Residents,both combined,65 - 85,35700
678,1959,Total Residents,both combined,70 - 85,17900
679,1959,Total Residents,both combined,75 - 85,
680,1959,Total Residents,both combined,80 - 84,
681,1959,Total Residents,both combined,85,
682,1959,Total Residents,male,0  -  4 ,148000
683,1959,Total Residents,male,5  -  9 ,123800
684,1959,Total Residents,male,10 - 14 ,90700
685,1959,Total Residents,male,15 - 19 ,68400
686,1959,Total Residents,male,20 - 24 ,67700
687,1959,Total Residents,male,25 - 29 ,60400
688,1959,Total Residents,male,30 - 34 ,56100
689,1959,Total Residents,male,35 - 39 ,47100
690,1959,Total Residents,male,40 - 44 ,44300
691,1959,Total Residents,male,45 - 49 ,40600
692,1959,Total Residents,male,50 - 54 ,31700
693,1959,Total Residents,male,55 - 59 ,24000
694,1959,Total Residents,male,60 - 64 ,13700
695,1959,Total Residents,male,65 - 69 ,8000
696,1959,Total Residents,male,70 - 74 ,
697,1959,Total Residents,male,75 - 79 ,
698,1959,Total Residents,male,80 - 84 ,
699,1959,Total Residents,male,65 - 85,14300
700,1959,Total Residents,male,70 - 85,6300
701,1959,Total Residents,male,75 - 85,
702,1959,Total Residents,male,80 - 84,
703,1959,Total Residents,male,85,
704,1959,Total Residents,female,0  -  4 ,140800
705,1959,Total Residents,female,5  -  9 ,117200
706,1959,Total Residents,female,10 - 14 ,85000
707,1959,Total Residents,female,15 - 19 ,63100
708,1959,Total Residents,female,20 - 24 ,65400
709,1959,Total Residents,female,25 - 29 ,54700
710,1959,Total Residents,female,30 - 34 ,46000
711,1959,Total Residents,female,35 - 39 ,38100
712,1959,Total Residents,female,40 - 44 ,34800
713,1959,Total Residents,female,45 - 49 ,31800
714,1959,Total Residents,female,50 - 54 ,25600
715,1959,Total Residents,female,55 - 59 ,18900
716,1959,Total Residents,female,60 - 64 ,13600
717,1959,Total Residents,female,65 - 69 ,9800
718,1959,Total Residents,female,70 - 74 ,
719,1959,Total Residents,female,75 - 79 ,
720,1959,Total Residents,female,80 - 84 ,
721,1959,Total Residents,female,65 - 85,21400
722,1959,Total Residents,female,70 - 85,11600
723,1959,Total Residents,female,75 - 85,
724,1959,Total Residents,female,80 - 84,
725,1959,Total Residents,female,85,
726,1959,malays,both combined,0  -  4 ,46600
727,1959,malays,both combined,5  -  9 ,35600
728,1959,malays,both combined,10 - 14 ,22300
729,1959,malays,both combined,15 - 19 ,15100
730,1959,malays,both combined,20 - 24 ,22400
731,1959,malays,both combined,25 - 29 ,18800
732,1959,malays,both combined,30 - 34 ,16900
733,1959,malays,both combined,35 - 39 ,12600
734,1959,malays,both combined,40 - 44 ,9600
735,1959,malays,both combined,45 - 49 ,6500
736,1959,malays,both combined,50 - 54 ,5300
737,1959,malays,both combined,55 - 59 ,3600
738,1959,malays,both combined,60 - 64 ,2500
739,1959,malays,both combined,65 - 69 ,1100
740,1959,malays,both combined,70 - 74 ,
741,1959,malays,both combined,75 - 79 ,
742,1959,malays,both combined,80 - 84 ,
743,1959,malays,both combined,65 - 85,2900
744,1959,malays,both combined,70 - 85,1800
745,1959,malays,both combined,75 - 85,
746,1959,malays,both combined,80 - 84,
747,1959,malays,both combined,85,
748,1959,malays,male,0  -  4 ,23600
749,1959,malays,male,5  -  9 ,17700
750,1959,malays,male,10 - 14 ,11200
751,1959,malays,male,15 - 19 ,7200
752,1959,malays,male,20 - 24 ,11300
753,1959,malays,male,25 - 29 ,10000
754,1959,malays,male,30 - 34 ,9600
755,1959,malays,male,35 - 39 ,7500
756,1959,malays,male,40 - 44 ,5600
757,1959,malays,male,45 - 49 ,3700
758,1959,malays,male,50 - 54 ,2900
759,1959,malays,male,55 - 59 ,2200
760,1959,malays,male,60 - 64 ,1300
761,1959,malays,male,65 - 69 ,600
762,1959,malays,male,70 - 74 ,
763,1959,malays,male,75 - 79 ,
764,1959,malays,male,80 - 84 ,
765,1959,malays,male,65 - 85,1400
766,1959,malays,male,70 - 85,800
767,1959,malays,male,75 - 85,
768,1959,malays,male,80 - 84,
769,1959,malays,male,85,
770,1959,malays,female,0  -  4 ,23000
771,1959,malays,female,5  -  9 ,17900
772,1959,malays,female,10 - 14 ,11100
773,1959,malays,female,15 - 19 ,7900
774,1959,malays,female,20 - 24 ,11100
775,1959,malays,female,25 - 29 ,8800
776,1959,malays,female,30 - 34 ,7300
777,1959,malays,female,35 - 39 ,5100
778,1959,malays,female,40 - 44 ,4000
779,1959,malays,female,45 - 49 ,2800
780,1959,malays,female,50 - 54 ,2400
781,1959,malays,female,55 - 59 ,1400
782,1959,malays,female,60 - 64 ,1200
783,1959,malays,female,65 - 69 ,500
784,1959,malays,female,70 - 74 ,
785,1959,malays,female,75 - 79 ,
786,1959,malays,female,80 - 84 ,
787,1959,malays,female,65 - 85,1500
788,1959,malays,female,70 - 85,1000
789,1959,malays,female,75 - 85,
790,1959,malays,female,80 - 84,
791,1959,malays,female,85,
792,1959,chinese,both combined,0  -  4 ,216300
793,1959,chinese,both combined,5  -  9 ,185600
794,1959,chinese,both combined,10 - 14 ,140400
795,1959,chinese,both combined,15 - 19 ,107300
796,1959,chinese,both combined,20 - 24 ,99400
797,1959,chinese,both combined,25 - 29 ,80700
798,1959,chinese,both combined,30 - 34 ,68700
799,1959,chinese,both combined,35 - 39 ,57800
800,1959,chinese,both combined,40 - 44 ,57200
801,1959,chinese,both combined,45 - 49 ,57300
802,1959,chinese,both combined,50 - 54 ,45800
803,1959,chinese,both combined,55 - 59 ,35000
804,1959,chinese,both combined,60 - 64 ,22800
805,1959,chinese,both combined,65 - 69 ,15600
806,1959,chinese,both combined,70 - 74 ,
807,1959,chinese,both combined,75 - 79 ,
808,1959,chinese,both combined,80 - 84 ,
809,1959,chinese,both combined,65 - 85,30600
810,1959,chinese,both combined,70 - 85,15000
811,1959,chinese,both combined,75 - 85,
812,1959,chinese,both combined,80 - 84,
813,1959,chinese,both combined,85,
814,1959,chinese,male,0  -  4 ,111500
815,1959,chinese,male,5  -  9 ,96200
816,1959,chinese,male,10 - 14 ,72900
817,1959,chinese,male,15 - 19 ,55800
818,1959,chinese,male,20 - 24 ,50200
819,1959,chinese,male,25 - 29 ,39800
820,1959,chinese,male,30 - 34 ,34300
821,1959,chinese,male,35 - 39 ,28200
822,1959,chinese,male,40 - 44 ,28800
823,1959,chinese,male,45 - 49 ,30000
824,1959,chinese,male,50 - 54 ,23900
825,1959,chinese,male,55 - 59 ,18400
826,1959,chinese,male,60 - 64 ,11000
827,1959,chinese,male,65 - 69 ,6700
828,1959,chinese,male,70 - 74 ,
829,1959,chinese,male,75 - 79 ,
830,1959,chinese,male,80 - 84 ,
831,1959,chinese,male,65 - 85,11600
832,1959,chinese,male,70 - 85,4900
833,1959,chinese,male,75 - 85,
834,1959,chinese,male,80 - 84,
835,1959,chinese,male,85,
836,1959,chinese,female,0  -  4 ,104800
837,1959,chinese,female,5  -  9 ,89400
838,1959,chinese,female,10 - 14 ,67500
839,1959,chinese,female,15 - 19 ,51500
840,1959,chinese,female,20 - 24 ,49200
841,1959,chinese,female,25 - 29 ,40900
842,1959,chinese,female,30 - 34 ,34400
843,1959,chinese,female,35 - 39 ,29600
844,1959,chinese,female,40 - 44 ,28400
845,1959,chinese,female,45 - 49 ,27300
846,1959,chinese,female,50 - 54 ,21900
847,1959,chinese,female,55 - 59 ,16600
848,1959,chinese,female,60 - 64 ,11800
849,1959,chinese,female,65 - 69 ,8900
850,1959,chinese,female,70 - 74 ,
851,1959,chinese,female,75 - 79 ,
852,1959,chinese,female,80 - 84 ,
853,1959,chinese,female,65 - 85,19000
854,1959,chinese,female,70 - 85,10100
855,1959,chinese,female,75 - 85,
856,1959,chinese,female,80 - 84,
857,1959,chinese,female,85,
858,1959,indians,both combined,0  -  4 ,21700
859,1959,indians,both combined,5  -  9 ,16000
860,1959,indians,both combined,10 - 14 ,10500
861,1959,indians,both combined,15 - 19 ,7500
862,1959,indians,both combined,20 - 24 ,9200
863,1959,indians,both combined,25 - 29 ,13100
864,1959,indians,both combined,30 - 34 ,13600
865,1959,indians,both combined,35 - 39 ,12100
866,1959,indians,both combined,40 - 44 ,10400
867,1959,indians,both combined,45 - 49 ,7100
868,1959,indians,both combined,50 - 54 ,4800
869,1959,indians,both combined,55 - 59 ,3200
870,1959,indians,both combined,60 - 64 ,1400
871,1959,indians,both combined,65 - 69 ,700
872,1959,indians,both combined,70 - 74 ,
873,1959,indians,both combined,75 - 79 ,
874,1959,indians,both combined,80 - 84 ,
875,1959,indians,both combined,65 - 85,1200
876,1959,indians,both combined,70 - 85,500
877,1959,indians,both combined,75 - 85,
878,1959,indians,both combined,80 - 84,
879,1959,indians,both combined,85,
880,1959,indians,male,0  -  4 ,10800
881,1959,indians,male,5  -  9 ,7900
882,1959,indians,male,10 - 14 ,5400
883,1959,indians,male,15 - 19 ,4600
884,1959,indians,male,20 - 24 ,5300
885,1959,indians,male,25 - 29 ,9300
886,1959,indians,male,30 - 34 ,10700
887,1959,indians,male,35 - 39 ,10000
888,1959,indians,male,40 - 44 ,8900
889,1959,indians,male,45 - 49 ,6200
890,1959,indians,male,50 - 54 ,4200
891,1959,indians,male,55 - 59 ,2800
892,1959,indians,male,60 - 64 ,1100
893,1959,indians,male,65 - 69 ,500
894,1959,indians,male,70 - 74 ,
895,1959,indians,male,75 - 79 ,
896,1959,indians,male,80 - 84 ,
897,1959,indians,male,65 - 85,900
898,1959,indians,male,70 - 85,400
899,1959,indians,male,75 - 85,
900,1959,indians,male,80 - 84,
901,1959,indians,male,85,
902,1959,indians,female,0  -  4 ,10900
903,1959,indians,female,5  -  9 ,8100
904,1959,indians,female,10 - 14 ,5100
905,1959,indians,female,15 - 19 ,2900
906,1959,indians,female,20 - 24 ,3900
907,1959,indians,female,25 - 29 ,3800
908,1959,indians,female,30 - 34 ,2900
909,1959,indians,female,35 - 39 ,2100
910,1959,indians,female,40 - 44 ,1500
911,1959,indians,female,45 - 49 ,900
912,1959,indians,female,50 - 54 ,600
913,1959,indians,female,55 - 59 ,400
914,1959,indians,female,60 - 64 ,300
915,1959,indians,female,65 - 69 ,200
916,1959,indians,female,70 - 74 ,
917,1959,indians,female,75 - 79 ,
918,1959,indians,female,80 - 84 ,
919,1959,indians,female,65 - 85,300
920,1959,indians,female,70 - 85,100
921,1959,indians,female,75 - 85,
922,1959,indians,female,80 - 84,
923,1959,indians,female,85,
924,1959,Other Ethnic Groups,both combined,0  -  4 ,4200
925,1959,Other Ethnic Groups,both combined,5  -  9 ,3800
926,1959,Other Ethnic Groups,both combined,10 - 14 ,2500
927,1959,Other Ethnic Groups,both combined,15 - 19 ,1600
928,1959,Other Ethnic Groups,both combined,20 - 24 ,2100
929,1959,Other Ethnic Groups,both combined,25 - 29 ,2500
930,1959,Other Ethnic Groups,both combined,30 - 34 ,2900
931,1959,Other Ethnic Groups,both combined,35 - 39 ,2700
932,1959,Other Ethnic Groups,both combined,40 - 44 ,1900
933,1959,Other Ethnic Groups,both combined,45 - 49 ,1500
934,1959,Other Ethnic Groups,both combined,50 - 54 ,1400
935,1959,Other Ethnic Groups,both combined,55 - 59 ,1100
936,1959,Other Ethnic Groups,both combined,60 - 64 ,600
937,1959,Other Ethnic Groups,both combined,65 - 69 ,400
938,1959,Other Ethnic Groups,both combined,70 - 74 ,
939,1959,Other Ethnic Groups,both combined,75 - 79 ,
940,1959,Other Ethnic Groups,both combined,80 - 84 ,
941,1959,Other Ethnic Groups,both combined,65 - 85,1000
942,1959,Other Ethnic Groups,both combined,70 - 85,600
943,1959,Other Ethnic Groups,both combined,75 - 85,
944,1959,Other Ethnic Groups,both combined,80 - 84,
945,1959,Other Ethnic Groups,both combined,85,
946,1959,Other Ethnic Groups,male,0  -  4 ,2100
947,1959,Other Ethnic Groups,male,5  -  9 ,2000
948,1959,Other Ethnic Groups,male,10 - 14 ,1200
949,1959,Other Ethnic Groups,male,15 - 19 ,800
950,1959,Other Ethnic Groups,male,20 - 24 ,900
951,1959,Other Ethnic Groups,male,25 - 29 ,1300
952,1959,Other Ethnic Groups,male,30 - 34 ,1500
953,1959,Other Ethnic Groups,male,35 - 39 ,1400
954,1959,Other Ethnic Groups,male,40 - 44 ,1000
955,1959,Other Ethnic Groups,male,45 - 49 ,700
956,1959,Other Ethnic Groups,male,50 - 54 ,700
957,1959,Other Ethnic Groups,male,55 - 59 ,600
958,1959,Other Ethnic Groups,male,60 - 64 ,300
959,1959,Other Ethnic Groups,male,65 - 69 ,200
960,1959,Other Ethnic Groups,male,70 - 74 ,
961,1959,Other Ethnic Groups,male,75 - 79 ,
962,1959,Other Ethnic Groups,male,80 - 84 ,
963,1959,Other Ethnic Groups,male,65 - 85,400
964,1959,Other Ethnic Groups,male,70 - 85,200
965,1959,Other Ethnic Groups,male,75 - 85,
966,1959,Other Ethnic Groups,male,80 - 84,
967,1959,Other Ethnic Groups,male,85,
968,1959,Other Ethnic Groups,female,0  -  4 ,2100
969,1959,Other Ethnic Groups,female,5  -  9 ,1800
970,1959,Other Ethnic Groups,female,10 - 14 ,1300
971,1959,Other Ethnic Groups,female,15 - 19 ,800
972,1959,Other Ethnic Groups,female,20 - 24 ,1200
973,1959,Other Ethnic Groups,female,25 - 29 ,1200
974,1959,Other Ethnic Groups,female,30 - 34 ,1400
975,1959,Other Ethnic Groups,female,35 - 39 ,1300
976,1959,Other Ethnic Groups,female,40 - 44 ,900
977,1959,Other Ethnic Groups,female,45 - 49 ,800
978,1959,Other Ethnic Groups,female,50 - 54 ,700
979,1959,Other Ethnic Groups,female,55 - 59 ,500
980,1959,Other Ethnic Groups,female,60 - 64 ,300
981,1959,Other Ethnic Groups,female,65 - 69 ,200
982,1959,Other Ethnic Groups,female,70 - 74 ,
983,1959,Other Ethnic Groups,female,75 - 79 ,
984,1959,Other Ethnic Groups,female,80 - 84 ,
985,1959,Other Ethnic Groups,female,65 - 85,600
986,1959,Other Ethnic Groups,female,70 - 85,400
987,1959,Other Ethnic Groups,female,75 - 85,
988,1959,Other Ethnic Groups,female,80 - 84,
989,1959,Other Ethnic Groups,female,85,
990,1960,Total Residents,both combined,0  -  4 ,297000
991,1960,Total Residents,both combined,5  -  9 ,250300
992,1960,Total Residents,both combined,10 - 14 ,200300
993,1960,Total Residents,both combined,15 - 19 ,124700
994,1960,Total Residents,both combined,20 - 24 ,139500
995,1960,Total Residents,both combined,25 - 29 ,116200
996,1960,Total Residents,both combined,30 - 34 ,106600
997,1960,Total Residents,both combined,35 - 39 ,86400
998,1960,Total Residents,both combined,40 - 44 ,80500
999,1960,Total Residents,both combined,45 - 49 ,74400
1000,1960,Total Residents,both combined,50 - 54 ,59600
1001,1960,Total Residents,both combined,55 - 59 ,44700
1002,1960,Total Residents,both combined,60 - 64 ,28700
1003,1960,Total Residents,both combined,65 - 69 ,18400
1004,1960,Total Residents,both combined,70 - 74 ,
1005,1960,Total Residents,both combined,75 - 79 ,
1006,1960,Total Residents,both combined,80 - 84 ,
1007,1960,Total Residents,both combined,65 - 85,37500
1008,1960,Total Residents,both combined,70 - 85,19100
1009,1960,Total Residents,both combined,75 - 85,
1010,1960,Total Residents,both combined,80 - 84,
1011,1960,Total Residents,both combined,85,
1012,1960,Total Residents,male,0  -  4 ,152200
1013,1960,Total Residents,male,5  -  9 ,128400
1014,1960,Total Residents,male,10 - 14 ,103000
1015,1960,Total Residents,male,15 - 19 ,65300
1016,1960,Total Residents,male,20 - 24 ,71100
1017,1960,Total Residents,male,25 - 29 ,60200
1018,1960,Total Residents,male,30 - 34 ,57900
1019,1960,Total Residents,male,35 - 39 ,48000
1020,1960,Total Residents,male,40 - 44 ,44700
1021,1960,Total Residents,male,45 - 49 ,41900
1022,1960,Total Residents,male,50 - 54 ,33000
1023,1960,Total Residents,male,55 - 59 ,24600
1024,1960,Total Residents,male,60 - 64 ,14500
1025,1960,Total Residents,male,65 - 69 ,8300
1026,1960,Total Residents,male,70 - 74 ,
1027,1960,Total Residents,male,75 - 79 ,
1028,1960,Total Residents,male,80 - 84 ,
1029,1960,Total Residents,male,65 - 85,14800
1030,1960,Total Residents,male,70 - 85,6500
1031,1960,Total Residents,male,75 - 85,
1032,1960,Total Residents,male,80 - 84,
1033,1960,Total Residents,male,85,
1034,1960,Total Residents,female,0  -  4 ,144800
1035,1960,Total Residents,female,5  -  9 ,121900
1036,1960,Total Residents,female,10 - 14 ,97300
1037,1960,Total Residents,female,15 - 19 ,59400
1038,1960,Total Residents,female,20 - 24 ,68400
1039,1960,Total Residents,female,25 - 29 ,56000
1040,1960,Total Residents,female,30 - 34 ,48700
1041,1960,Total Residents,female,35 - 39 ,38400
1042,1960,Total Residents,female,40 - 44 ,35800
1043,1960,Total Residents,female,45 - 49 ,32500
1044,1960,Total Residents,female,50 - 54 ,26600
1045,1960,Total Residents,female,55 - 59 ,20100
1046,1960,Total Residents,female,60 - 64 ,14200
1047,1960,Total Residents,female,65 - 69 ,10100
1048,1960,Total Residents,female,70 - 74 ,
1049,1960,Total Residents,female,75 - 79 ,
1050,1960,Total Residents,female,80 - 84 ,
1051,1960,Total Residents,female,65 - 85,22700
1052,1960,Total Residents,female,70 - 85,12600
